sp	habitat
OG0047918	MCOR1	Marine
OG0047919	MCOR1	Marine
OG0047920	MCOR1	Marine
OG0047921	MCOR1	Marine
OG0047923	MCOR1	Marine
OG0047926	MCOR1	Marine
OG0047927	MCOR1	Marine
OG0047928	MCOR1	Marine
OG0047929	MCOR1	Marine
OG0047932	MCOR1	Marine
OG0047933	MCOR1	Marine
OG0047935	MCOR1	Marine
OG0047936	MCOR1	Marine
OG0047937	MCOR1	Marine
OG0047938	MCOR1	Marine
OG0047939	MCOR1	Marine
OG0047941	MCOR1	Marine
OG0047942	MCOR1	Marine
OG0047945	MCOR1	Marine
OG0047946	MCOR1	Marine
OG0047947	MCOR1	Marine
OG0047948	MCOR1	Marine
OG0047949	MCOR1	Marine
OG0047950	MCOR1	Marine
OG0047951	MCOR1	Marine
OG0047952	MCOR1	Marine
OG0047954	MCOR1	Marine
OG0047956	MCOR1	Marine
OG0047957	MCOR1	Marine
OG0047958	MCOR1	Marine
OG0047959	MCOR1	Marine
OG0047960	MCOR1	Marine
OG0047961	MCOR1	Marine
OG0047962	MCOR1	Marine
OG0047963	MCOR1	Marine
OG0047964	MCOR1	Marine
OG0047965	MCOR1	Marine
OG0047966	MCOR1	Marine
OG0047967	MCOR1	Marine
OG0047970	MCOR1	Marine
OG0047971	MCOR1	Marine
OG0047972	MCOR1	Marine
OG0047973	MCOR1	Marine
OG0047974	MCOR1	Marine
OG0047975	MCOR1	Marine
OG0047978	MCOR1	Marine
OG0047979	MCOR1	Marine
OG0047980	MCOR1	Marine
OG0047981	MCOR1	Marine
OG0047982	MCOR1	Marine
OG0047983	MCOR1	Marine
OG0047984	MCOR1	Marine
OG0047985	MCOR1	Marine
OG0047986	MCOR1	Marine
OG0047987	MCOR1	Marine
OG0047989	MCOR1	Marine
OG0047990	MCOR1	Marine
OG0047991	MCOR1	Marine
OG0047993	MCOR1	Marine
OG0047994	MCOR1	Marine
OG0047995	MCOR1	Marine
OG0047996	MCOR1	Marine
OG0047998	MCOR1	Marine
OG0047999	MCOR1	Marine
OG0048000	MCOR1	Marine
OG0048001	MCOR1	Marine
OG0048002	MCOR1	Marine
OG0048004	MCOR1	Marine
OG0048006	MCOR1	Marine
OG0048007	MCOR1	Marine
OG0048008	MCOR1	Marine
OG0048009	MCOR1	Marine
OG0048010	MCOR1	Marine
OG0048011	MCOR1	Marine
OG0048012	MCOR1	Marine
OG0048013	MCOR1	Marine
OG0048014	MCOR1	Marine
OG0048015	MCOR1	Marine
OG0048016	MCOR1	Marine
OG0048018	MCOR1	Marine
OG0048020	MCOR1	Marine
OG0048021	MCOR1	Marine
OG0048022	MCOR1	Marine
OG0048023	MCOR1	Marine
OG0048024	MCOR1	Marine
OG0048025	MCOR1	Marine
OG0048027	MCOR1	Marine
OG0048028	MCOR1	Marine
OG0048029	MCOR1	Marine
OG0048030	MCOR1	Marine
OG0048031	MCOR1	Marine
OG0048034	MCOR1	Marine
OG0048035	MCOR1	Marine
OG0048036	MCOR1	Marine
OG0048037	MCOR1	Marine
OG0048038	MCOR1	Marine
OG0048039	MCOR1	Marine
OG0048041	MCOR1	Marine
OG0048042	MCOR1	Marine
OG0048043	MCOR1	Marine
OG0048044	MCOR1	Marine
OG0048045	MCOR1	Marine
OG0048046	MCOR1	Marine
OG0048047	MCOR1	Marine
OG0048048	MCOR1	Marine
OG0048049	MCOR1	Marine
OG0048050	MCOR1	Marine
OG0048051	MCOR1	Marine
OG0048052	MCOR1	Marine
OG0048054	MCOR1	Marine
OG0048055	MCOR1	Marine
OG0048056	MCOR1	Marine
OG0048057	MCOR1	Marine
OG0048058	MCOR1	Marine
OG0048060	MCOR1	Marine
OG0048061	MCOR1	Marine
OG0048063	MCOR1	Marine
OG0048065	MCOR1	Marine
OG0048066	MCOR1	Marine
OG0048067	MCOR1	Marine
OG0048068	MCOR1	Marine
OG0048069	MCOR1	Marine
OG0048070	MCOR1	Marine
OG0048071	MCOR1	Marine
OG0048072	MCOR1	Marine
OG0048074	MCOR1	Marine
OG0048075	MCOR1	Marine
OG0048076	MCOR1	Marine
OG0048077	MCOR1	Marine
OG0048078	MCOR1	Marine
OG0048080	MCOR1	Marine
OG0048084	MCOR1	Marine
OG0048086	MCOR1	Marine
OG0048087	MCOR1	Marine
OG0048088	MCOR1	Marine
OG0048100	MFOD1	Marine
OG0048101	MFOD1	Marine
OG0048106	MFOD1	Marine
OG0048109	MFOD1	Marine
OG0048111	MFOD1	Marine
OG0048112	MFOD1	Marine
OG0048115	MFOD1	Marine
OG0048117	MFOD1	Marine
OG0048119	MFOD1	Marine
OG0048121	MFOD1	Marine
OG0048122	MFOD1	Marine
OG0048125	MFOD1	Marine
OG0048129	MFOD1	Marine
OG0048131	MFOD1	Marine
OG0048134	MFOD1	Marine
OG0048138	MFOD1	Marine
OG0048139	MFOD1	Marine
OG0048161	MFOD1	Marine
OG0048164	MFRU1	NonMarine
OG0048165	MFRU1	NonMarine
OG0048166	MFRU1	NonMarine
OG0048167	MFRU1	NonMarine
OG0048168	MFRU1	NonMarine
OG0048169	MFRU1	NonMarine
OG0048170	MFRU1	NonMarine
OG0048171	MFRU1	NonMarine
OG0048172	MFRU1	NonMarine
OG0048173	MFRU1	NonMarine
OG0048174	MFRU1	NonMarine
OG0048175	MFRU1	NonMarine
OG0048176	MFRU1	NonMarine
OG0048177	MFRU1	NonMarine
OG0048178	MFRU1	NonMarine
OG0048179	MFRU1	NonMarine
OG0048180	MFRU1	NonMarine
OG0048181	MFRU1	NonMarine
OG0048182	MFRU1	NonMarine
OG0048183	MFRU1	NonMarine
OG0048184	MFRU1	NonMarine
OG0048185	MFRU1	NonMarine
OG0048186	MFRU1	NonMarine
OG0048187	MFRU1	NonMarine
OG0048188	MFRU1	NonMarine
OG0048189	MFRU1	NonMarine
OG0048190	MFRU1	NonMarine
OG0048191	MFRU1	NonMarine
OG0048192	MFRU1	NonMarine
OG0048193	MFRU1	NonMarine
OG0048194	MFRU1	NonMarine
OG0048195	MFRU1	NonMarine
OG0048196	MFRU1	NonMarine
OG0048197	MFRU1	NonMarine
OG0048198	MFRU1	NonMarine
OG0048199	MFRU1	NonMarine
OG0048200	MFRU1	NonMarine
OG0048201	MFRU1	NonMarine
OG0048203	MFRU1	NonMarine
OG0048204	MFRU1	NonMarine
OG0048205	MFRU1	NonMarine
OG0048206	MFRU1	NonMarine
OG0048207	MFRU1	NonMarine
OG0048208	MFRU1	NonMarine
OG0048209	MFRU1	NonMarine
OG0048210	MFRU1	NonMarine
OG0048211	MFRU1	NonMarine
OG0048212	MHON1	Marine
OG0048215	MHON1	Marine
OG0048217	MHON1	Marine
OG0048218	MHON1	Marine
OG0048220	MHON1	Marine
OG0048221	MHON1	Marine
OG0048222	MHON1	Marine
OG0048224	MHON1	Marine
OG0048225	MHON1	Marine
OG0048226	MHON1	Marine
OG0048227	MHON1	Marine
OG0048228	MHON1	Marine
OG0048229	MHON1	Marine
OG0048230	MHON1	Marine
OG0048231	MHON1	Marine
OG0048232	MHON1	Marine
OG0048233	MHON1	Marine
OG0048234	MHON1	Marine
OG0048235	MHON1	Marine
OG0048236	MHON1	Marine
OG0048237	MHON1	Marine
OG0048238	MHON1	Marine
OG0048239	MHON1	Marine
OG0048240	MHON1	Marine
OG0048242	MHON1	Marine
OG0048243	MHON1	Marine
OG0048244	MHON1	Marine
OG0048245	MHON1	Marine
OG0048246	MHON1	Marine
OG0048247	MHON1	Marine
OG0048249	MHON1	Marine
OG0048251	MHON1	Marine
OG0048252	MHON1	Marine
OG0048253	MHON1	Marine
OG0048254	MHON1	Marine
OG0048255	MHON1	Marine
OG0048256	MHON1	Marine
OG0048258	MHON1	Marine
OG0048259	MHON1	Marine
OG0048261	MHON1	Marine
OG0048262	MHON1	Marine
OG0048264	MHON1	Marine
OG0048265	MHON1	Marine
OG0048266	MHON1	Marine
OG0048268	MHON1	Marine
OG0048269	MHON1	Marine
OG0048271	MHON1	Marine
OG0048272	MHON1	Marine
OG0048273	MHON1	Marine
OG0048275	MHON1	Marine
OG0048276	MHON1	Marine
OG0048278	MHON1	Marine
OG0048280	MHON1	Marine
OG0048281	MHON1	Marine
OG0048285	MHON1	Marine
OG0048290	MHON1	Marine
OG0048291	MHON1	Marine
OG0048292	MHON1	Marine
OG0048293	MHON1	Marine
OG0048294	MHON1	Marine
OG0048295	MHON1	Marine
OG0048296	MHON1	Marine
OG0048298	MHON1	Marine
OG0048299	MHON1	Marine
OG0048300	MHON1	Marine
OG0048301	MHON1	Marine
OG0048302	MHON1	Marine
OG0048303	MHON1	Marine
OG0048307	MHON1	Marine
OG0048308	MHON1	Marine
OG0048309	MHON1	Marine
OG0048311	MHON1	Marine
OG0048313	MHON1	Marine
OG0048314	MHON1	Marine
OG0048316	MHON1	Marine
OG0048317	MHON1	Marine
OG0048318	MHON1	Marine
OG0048320	MHON1	Marine
OG0048323	MHON1	Marine
OG0048324	MHON1	Marine
OG0048326	MHON1	Marine
OG0048327	MHON1	Marine
OG0048328	MHON1	Marine
OG0048329	MHON1	Marine
OG0048330	MHON1	Marine
OG0048332	MHON1	Marine
OG0048337	MLAB1	Marine
OG0048338	MLAB1	Marine
OG0048339	MLAB1	Marine
OG0048353	MMAR1	NonMarine
OG0048354	MMAR1	NonMarine
OG0048355	MMAR1	NonMarine
OG0048356	MMAR1	NonMarine
OG0048357	MMAR1	NonMarine
OG0048358	MMAR1	NonMarine
OG0048359	MMAR1	NonMarine
OG0048360	MMAR1	NonMarine
OG0048361	MMAR1	NonMarine
OG0048362	MMAR1	NonMarine
OG0048363	MMAR1	NonMarine
OG0048364	MMAR1	NonMarine
OG0048365	MMAR1	NonMarine
OG0048366	MMAR1	NonMarine
OG0048367	MMAR1	NonMarine
OG0048368	MMAR1	NonMarine
OG0048369	MMAR1	NonMarine
OG0048370	MMAR1	NonMarine
OG0048371	MMAR1	NonMarine
OG0048373	MMAR1	NonMarine
OG0048374	MMAR1	NonMarine
OG0048375	MMAR1	NonMarine
OG0048376	MMAR1	NonMarine
OG0048377	MMAR1	NonMarine
OG0048378	MMAR1	NonMarine
OG0048379	MMAR1	NonMarine
OG0048380	MMAR1	NonMarine
OG0048381	MMAR1	NonMarine
OG0048382	MMAR1	NonMarine
OG0048383	MMAR1	NonMarine
OG0048384	MMAR1	NonMarine
OG0048385	MMAR1	NonMarine
OG0048386	MMAR1	NonMarine
OG0048387	MMAR1	NonMarine
OG0048388	MMAR1	NonMarine
OG0048389	MMAR1	NonMarine
OG0048390	MMAR1	NonMarine
OG0048392	MMAR1	NonMarine
OG0048393	MMAR1	NonMarine
OG0048394	MMAR1	NonMarine
OG0048395	MMAR1	NonMarine
OG0048397	MMAR1	NonMarine
OG0048398	MMAR1	NonMarine
OG0048399	MMAR1	NonMarine
OG0048400	MMAR1	NonMarine
OG0048401	MMAR1	NonMarine
OG0048402	MMAR1	NonMarine
OG0048403	MMAR1	NonMarine
OG0048404	MMAR1	NonMarine
OG0048405	MMAR1	NonMarine
OG0048406	MMAR1	NonMarine
OG0048407	MMAR1	NonMarine
OG0048408	MMAR1	NonMarine
OG0048409	MMAR1	NonMarine
OG0048410	MMAR1	NonMarine
OG0048411	MMAR1	NonMarine
OG0048412	MMAR1	NonMarine
OG0048413	MMAR1	NonMarine
OG0048414	MMAR1	NonMarine
OG0048415	MMAR1	NonMarine
OG0048416	MMAR1	NonMarine
OG0048418	MMAR1	NonMarine
OG0048420	MMAR1	NonMarine
OG0048421	MMAR1	NonMarine
OG0048422	MMAR1	NonMarine
OG0048423	MMAR1	NonMarine
OG0048424	MMAR1	NonMarine
OG0048425	MMAR1	NonMarine
OG0048426	MMAR1	NonMarine
OG0048427	MMAR1	NonMarine
OG0048428	MMAR1	NonMarine
OG0048429	MMAR1	NonMarine
OG0048430	MMAR1	NonMarine
OG0048431	MMAR1	NonMarine
OG0048432	MMAR1	NonMarine
OG0048433	MMAR1	NonMarine
OG0048434	MMAR1	NonMarine
OG0048435	MMAR1	NonMarine
OG0048436	MMAR1	NonMarine
OG0048437	MMAR1	NonMarine
OG0048438	MMAR1	NonMarine
OG0048439	MMAR1	NonMarine
OG0048440	MMAR1	NonMarine
OG0048441	MMAR1	NonMarine
OG0048442	MMAR1	NonMarine
OG0048443	MMAR1	NonMarine
OG0048444	MMAR1	NonMarine
OG0048445	MMAR1	NonMarine
OG0048446	MMAR1	NonMarine
OG0048447	MMAR1	NonMarine
OG0048448	MMAR1	NonMarine
OG0048450	MMAR1	NonMarine
OG0048451	MMAR1	NonMarine
OG0048452	MMAR1	NonMarine
OG0048454	MMAR1	NonMarine
OG0048456	MMUS1	Marine
OG0048459	MSCH1	Marine
OG0048462	MSCH1	Marine
OG0048463	MSCH1	Marine
OG0048464	MSCH1	Marine
OG0048465	MSCH1	Marine
OG0048466	MSCH1	Marine
OG0048467	MSCH1	Marine
OG0048468	MSCH1	Marine
OG0048469	MSCH1	Marine
OG0048470	MSCH1	Marine
OG0048478	MSWE1	Marine
OG0048479	MSWE1	Marine
OG0048480	MSWE1	Marine
OG0048481	MSWE1	Marine
OG0048483	MSWE1	Marine
OG0048484	MSWE1	Marine
OG0048485	MSWE1	Marine
OG0048486	MSWE1	Marine
OG0048487	MSWE1	Marine
OG0048488	MSWE1	Marine
OG0048489	MSWE1	Marine
OG0048490	MSWE1	Marine
OG0048491	MSWE1	Marine
OG0048494	MSWE1	Marine
OG0048495	MSWE1	Marine
OG0048497	MSWE1	Marine
OG0048501	MSWE1	Marine
OG0048509	MYES1	Marine
OG0048519	NALB1	Marine
OG0048520	NALB1	Marine
OG0048521	NALB1	Marine
OG0048523	NALB1	Marine
OG0048526	NALB1	Marine
OG0048527	NALB1	Marine
OG0048529	NALB1	Marine
OG0048539	NALB1	Marine
OG0048540	NALB1	Marine
OG0048542	NALB1	Marine
OG0048545	NALB1	Marine
OG0048551	NMIR1	Marine
OG0048552	NMIR1	Marine
OG0048553	NMIR1	Marine
OG0048554	NMIR1	Marine
OG0048555	NMIR1	Marine
OG0048556	NMIR1	Marine
OG0048558	NMIR1	Marine
OG0048559	NMIR1	Marine
OG0048561	NMIR1	Marine
OG0048562	NMIR1	Marine
OG0048563	NMIR1	Marine
OG0048564	NMIR1	Marine
OG0048565	NMIR1	Marine
OG0048566	NMIR1	Marine
OG0048567	NMIR1	Marine
OG0048568	NMIR1	Marine
OG0048569	NMIR1	Marine
OG0048570	NMIR1	Marine
OG0048571	NMIR1	Marine
OG0048572	NMIR1	Marine
OG0048573	NMIR1	Marine
OG0048574	NMIR1	Marine
OG0048575	NMIR1	Marine
OG0048576	NMIR1	Marine
OG0048577	NMIR1	Marine
OG0048578	NMIR1	Marine
OG0048579	NMIR1	Marine
OG0048580	NMIR1	Marine
OG0048582	NMIR1	Marine
OG0048583	NMIR1	Marine
OG0048584	NMIR1	Marine
OG0048585	NMIR1	Marine
OG0048586	NMIR1	Marine
OG0048587	NMIR1	Marine
OG0048588	NMIR1	Marine
OG0048589	NMIR1	Marine
OG0048590	NMIR1	Marine
OG0048591	NMIR1	Marine
OG0048592	NMIR1	Marine
OG0048593	NMIR1	Marine
OG0048594	NMIR1	Marine
OG0048595	NMIR1	Marine
OG0048596	NMIR1	Marine
OG0048597	NMIR1	Marine
OG0048598	NMIR1	Marine
OG0048599	NMIR1	Marine
OG0048600	NMIR1	Marine
OG0048601	NMIR1	Marine
OG0048602	NMIR1	Marine
OG0048603	NMIR1	Marine
OG0048604	NMIR1	Marine
OG0048605	NMIR1	Marine
OG0048607	NMIR1	Marine
OG0048609	NMIR1	Marine
OG0048610	NMIR1	Marine
OG0048611	NMIR1	Marine
OG0048612	NMIR1	Marine
OG0048613	NMIR1	Marine
OG0048614	NMIR1	Marine
OG0048616	NMIR1	Marine
OG0048617	NMIR1	Marine
OG0048618	NMIR1	Marine
OG0048619	NMIR1	Marine
OG0048620	NMIR1	Marine
OG0048621	NMIR1	Marine
OG0048622	NMIR1	Marine
OG0048623	NMIR1	Marine
OG0048624	NMIR1	Marine
OG0048625	NMIR1	Marine
OG0048626	NMIR1	Marine
OG0048627	NMIR1	Marine
OG0048628	NMIR1	Marine
OG0048629	NMIR1	Marine
OG0048630	NMIR1	Marine
OG0048631	NMIR1	Marine
OG0048632	NMIR1	Marine
OG0048633	NMIR1	Marine
OG0048634	NMIR1	Marine
OG0048635	NMIR1	Marine
OG0048636	NMIR1	Marine
OG0048638	NMIR1	Marine
OG0048640	NMIR1	Marine
OG0048642	NMIR1	Marine
OG0048643	NMIR1	Marine
OG0048644	NMIR1	Marine
OG0048645	NMIR1	Marine
OG0048646	NMIR1	Marine
OG0048647	NMIR1	Marine
OG0048648	NMIR1	Marine
OG0048649	NMIR1	Marine
OG0048650	NMIR1	Marine
OG0048651	NMIR1	Marine
OG0048652	NMIR1	Marine
OG0048653	NMIR1	Marine
OG0048654	NMIR1	Marine
OG0048655	NMIR1	Marine
OG0048656	NMIR1	Marine
OG0048657	NMIR1	Marine
OG0048658	NMIR1	Marine
OG0048659	NMIR1	Marine
OG0048660	NMIR1	Marine
OG0048661	NMIR1	Marine
OG0048662	NMIR1	Marine
OG0048663	NMIR1	Marine
OG0048664	NMIR1	Marine
OG0048666	NMIR1	Marine
OG0048667	NMIR1	Marine
OG0048668	NMIR1	Marine
OG0048670	NMIR1	Marine
OG0048672	NMIR1	Marine
OG0048673	NMIR1	Marine
OG0048674	NMIR1	Marine
OG0048675	NMIR1	Marine
OG0048676	NMIR1	Marine
OG0048677	NMIR1	Marine
OG0048678	NMIR1	Marine
OG0048679	NMIR1	Marine
OG0048680	NMIR1	Marine
OG0048681	NMIR1	Marine
OG0048682	NMIR1	Marine
OG0048683	NMIR1	Marine
OG0048684	NMIR1	Marine
OG0048685	NMIR1	Marine
OG0048686	NMIR1	Marine
OG0048687	NMIR1	Marine
OG0048688	NMIR1	Marine
OG0048689	NMIR1	Marine
OG0048690	NMIR1	Marine
OG0048691	NMIR1	Marine
OG0048692	NMIR1	Marine
OG0048693	NMIR1	Marine
OG0048694	NMIR1	Marine
OG0048696	NMIR1	Marine
OG0048698	NMIR1	Marine
OG0048699	NMIR1	Marine
OG0048701	NMIR1	Marine
OG0048702	NMIR1	Marine
OG0048704	NMIR1	Marine
OG0048705	NMIR1	Marine
OG0048706	NMIR1	Marine
OG0048707	NMIR1	Marine
OG0048708	NMIR1	Marine
OG0048709	NMIR1	Marine
OG0048710	NMIR1	Marine
OG0048711	NMIR1	Marine
OG0048712	NMIR1	Marine
OG0048713	NMIR1	Marine
OG0048714	NMIR1	Marine
OG0048715	NMIR1	Marine
OG0048716	NMIR1	Marine
OG0048717	NMIR1	Marine
OG0048719	NMIR1	Marine
OG0048720	NMIR1	Marine
OG0048721	NMIR1	Marine
OG0048722	NMIR1	Marine
OG0048723	NMIR1	Marine
OG0048724	NMIR1	Marine
OG0048725	NMIR1	Marine
OG0048726	NMIR1	Marine
OG0048727	NMIR1	Marine
OG0048729	NMIR1	Marine
OG0048731	NMIR1	Marine
OG0048732	NMIR1	Marine
OG0048733	NMIR1	Marine
OG0048735	NMIR1	Marine
OG0048736	NMIR1	Marine
OG0048737	NMIR1	Marine
OG0048738	NMIR1	Marine
OG0048739	NMIR1	Marine
OG0048740	NMIR1	Marine
OG0048741	NMIR1	Marine
OG0048742	NMIR1	Marine
OG0048743	NMIR1	Marine
OG0048744	NMIR1	Marine
OG0048746	NMIR1	Marine
OG0048749	NPOM2	Marine
OG0048751	NPOM2	Marine
OG0048752	NPOM2	Marine
OG0048755	NPOM2	Marine
OG0048756	NPOM2	Marine
OG0048763	NTUM1	Marine
OG0048764	NTUM1	Marine
OG0048765	NTUM1	Marine
OG0048766	NTUM1	Marine
OG0048767	NTUM1	Marine
OG0048768	NTUM1	Marine
OG0048770	NTUM1	Marine
OG0048771	NTUM1	Marine
OG0048772	NTUM1	Marine
OG0048773	NTUM1	Marine
OG0048774	NTUM1	Marine
OG0048776	NTUM1	Marine
OG0048778	NTUM1	Marine
OG0048779	NTUM1	Marine
OG0048781	OBAN1	Marine
OG0048799	OBIM1	Marine
OG0048808	OBIM1	Marine
OG0048812	OBIM1	Marine
OG0048817	ODEL1	Marine
OG0048820	ODEL1	Marine
OG0048822	ODEL1	Marine
OG0048824	ODEL1	Marine
OG0048830	ODEL1	Marine
OG0048833	OFLO1	Marine
OG0048834	OFLO1	Marine
OG0048835	OFLO1	Marine
OG0048836	OFLO1	Marine
OG0048837	OFLO1	Marine
OG0048839	OFLO1	Marine
OG0048840	OFLO1	Marine
OG0048842	OFLO1	Marine
OG0048843	OFLO1	Marine
OG0048845	OFLO1	Marine
OG0048849	OREE1	Marine
OG0048854	OSIN1	Marine
OG0048855	OSIN1	Marine
OG0048856	OSIN1	Marine
OG0048858	OSIN1	Marine
OG0048859	OSIN1	Marine
OG0048860	OSIN1	Marine
OG0048861	OSIN1	Marine
OG0048862	OSIN1	Marine
OG0048864	OSIN1	Marine
OG0048866	OSIN1	Marine
OG0048867	OSIN1	Marine
OG0048873	SVEN1	Marine
OG0048890	TLIN1	Marine
OG0048897	PBUC1	Marine
OG0048898	PBUC1	Marine
OG0048899	PBUC1	Marine
OG0048902	PBUC1	Marine
OG0048903	PBUC1	Marine
OG0048905	PBUC1	Marine
OG0048907	PCAN1	NonMarine
OG0048911	PCAN1	NonMarine
OG0048914	PCAN1	NonMarine
OG0048916	PCAN1	NonMarine
OG0048925	PELE1	NonMarine
OG0048926	PELE1	NonMarine
OG0048927	PELE1	NonMarine
OG0048928	PELE1	NonMarine
OG0048929	PELE1	NonMarine
OG0048930	PELE1	NonMarine
OG0048931	PELE1	NonMarine
OG0048932	PELE1	NonMarine
OG0048933	PELE1	NonMarine
OG0048934	PELE1	NonMarine
OG0048935	PELE1	NonMarine
OG0048936	PFUC1	Marine
OG0048938	PFUC1	Marine
OG0048940	PFUC1	Marine
OG0048941	PFUC1	Marine
OG0048942	PFUC1	Marine
OG0048943	PFUC1	Marine
OG0048944	PFUC1	Marine
OG0048945	PFUC1	Marine
OG0048947	PFUC1	Marine
OG0048948	PFUC1	Marine
OG0048949	PFUC1	Marine
OG0048950	PFUC1	Marine
OG0048951	PFUC1	Marine
OG0048952	PFUC1	Marine
OG0048953	PFUC1	Marine
OG0048954	PFUC1	Marine
OG0048955	PFUC1	Marine
OG0048956	PFUC1	Marine
OG0048957	PFUC1	Marine
OG0048958	PFUC1	Marine
OG0048959	PFUC1	Marine
OG0048960	PFUC1	Marine
OG0048961	PFUC1	Marine
OG0048962	PFUC1	Marine
OG0048963	PFUC1	Marine
OG0048964	PFUC1	Marine
OG0048965	PFUC1	Marine
OG0048966	PFUC1	Marine
OG0048967	PFUC1	Marine
OG0048968	PFUC1	Marine
OG0048969	PFUC1	Marine
OG0048970	PFUC1	Marine
OG0048972	PFUC1	Marine
OG0048975	PFUC1	Marine
OG0048976	PFUC1	Marine
OG0048977	PFUC1	Marine
OG0048978	PFUC1	Marine
OG0048980	PFUC1	Marine
OG0048981	PFUC1	Marine
OG0048984	PHOY1	Marine
OG0048985	PHOY1	Marine
OG0048986	PHOY1	Marine
OG0048988	PMAC1	NonMarine
OG0048989	PMAC1	NonMarine
OG0048990	PMAC1	NonMarine
OG0048991	PMAC1	NonMarine
OG0048992	PMAC1	NonMarine
OG0048993	PMAC1	NonMarine
OG0048994	PMAC1	NonMarine
OG0048995	PMAC1	NonMarine
OG0048996	PMAX1	Marine
OG0048997	PMAX1	Marine
OG0048998	PMAX1	Marine
OG0048999	PMAX1	Marine
OG0049000	PMAX1	Marine
OG0049001	PMAX1	Marine
OG0049003	PMAX1	Marine
OG0049004	PMAX1	Marine
OG0049005	PMAX1	Marine
OG0049006	PMAX1	Marine
OG0049007	PPAC1	NonMarine
OG0049008	PQUE1	NonMarine
OG0049009	PQUE1	NonMarine
OG0049010	PQUE1	NonMarine
OG0049011	PQUE1	NonMarine
OG0049012	PQUE1	NonMarine
OG0049013	PQUE1	NonMarine
OG0049014	PQUE1	NonMarine
OG0049015	PSAC1	Marine
OG0049016	PSAC1	Marine
OG0049017	PSAC1	Marine
OG0049018	PSAC1	Marine
OG0049020	PSAC1	Marine
OG0049021	PSAC1	Marine
OG0049022	PSAC1	Marine
OG0049023	PSAC1	Marine
OG0049024	PSAC1	Marine
OG0049025	PSAC1	Marine
OG0049026	PSAC1	Marine
OG0049027	PSAC1	Marine
OG0049029	PSAC1	Marine
OG0049031	PSAC1	Marine
OG0049033	PSAC1	Marine
OG0049039	PSOL1	NonMarine
OG0049040	PSOL1	NonMarine
OG0049041	PSOL1	NonMarine
OG0049042	PSOL1	NonMarine
OG0049043	PSOL1	NonMarine
OG0049044	PSOL1	NonMarine
OG0049045	PSOL1	NonMarine
OG0049046	PSOL1	NonMarine
OG0049047	PSOL1	NonMarine
OG0049048	PSOL1	NonMarine
OG0049049	PSOL1	NonMarine
OG0049050	PSOL1	NonMarine
OG0049052	PSOL1	NonMarine
OG0049053	PSOL1	NonMarine
OG0049054	PSOL1	NonMarine
OG0049055	PULY1	Marine
OG0049056	PULY1	Marine
OG0049057	PULY1	Marine
OG0049059	PULY1	Marine
OG0049060	PULY1	Marine
OG0049111	SVEN1	Marine
OG0049174	SBRO1	Marine
OG0049176	SBRO1	Marine
OG0049177	SBRO1	Marine
OG0049178	SBRO1	Marine
OG0049179	SBRO1	Marine
OG0049180	SBRO1	Marine
OG0049181	SBRO1	Marine
OG0049182	SBRO1	Marine
OG0049183	SBRO1	Marine
OG0049184	SBRO1	Marine
OG0049185	SBRO1	Marine
OG0049186	SBRO1	Marine
OG0049187	SBRO1	Marine
OG0049188	SBRO1	Marine
OG0049189	SBRO1	Marine
OG0049190	SBRO1	Marine
OG0049191	SBRO1	Marine
OG0049192	SBRO1	Marine
OG0049193	SBRO1	Marine
OG0049194	SBRO1	Marine
OG0049195	SBRO1	Marine
OG0049196	SBRO1	Marine
OG0049197	SBRO1	Marine
OG0049198	SBRO1	Marine
OG0049199	SBRO1	Marine
OG0049200	SBRO1	Marine
OG0049201	SBRO1	Marine
OG0049202	SBRO1	Marine
OG0049203	SBRO1	Marine
OG0049204	SBRO1	Marine
OG0049205	SBRO1	Marine
OG0049206	SBRO1	Marine
OG0049207	SBRO1	Marine
OG0049208	SBRO1	Marine
OG0049209	SBRO1	Marine
OG0049211	SCON1	Marine
OG0049212	SCON1	Marine
OG0049213	SCON1	Marine
OG0049214	SCON1	Marine
OG0049215	SCON1	Marine
OG0049216	SCON1	Marine
OG0049217	SCON1	Marine
OG0049218	SCON1	Marine
OG0049219	SCON1	Marine
OG0049220	SCON1	Marine
OG0049221	SCON1	Marine
OG0049222	SCON1	Marine
OG0049223	SCON1	Marine
OG0049224	SCON1	Marine
OG0049227	SCON1	Marine
OG0049228	SCON1	Marine
OG0049229	SCON1	Marine
OG0049230	SCON1	Marine
OG0049232	SGLO1	Marine
OG0049233	SGLO1	Marine
OG0049234	SGLO1	Marine
OG0049235	SGLO1	Marine
OG0049236	SGLO1	Marine
OG0049237	SGLO1	Marine
OG0049238	SGLO1	Marine
OG0049239	SGLO1	Marine
OG0049240	SGLO1	Marine
OG0049241	SIMA1	Marine
OG0049242	SIMA1	Marine
OG0049243	SIMA1	Marine
OG0049287	SSUL1	Marine
OG0049322	SSUL1	Marine
OG0049323	SSUL1	Marine
OG0049324	SSUL1	Marine
OG0049325	SSUL1	Marine
OG0049326	SSUL1	Marine
OG0049327	SSUL1	Marine
OG0049328	SSUL1	Marine
OG0049329	SSUL1	Marine
OG0049330	SSUL1	Marine
OG0049331	SSUL1	Marine
OG0049332	SSUL1	Marine
OG0049333	SSUL1	Marine
OG0049334	SSUL1	Marine
OG0049335	SSUL1	Marine
OG0049336	SSUL1	Marine
OG0049337	SSUL1	Marine
OG0049338	SSUL1	Marine
