sp	habitat
OG0045549	CRVI1	Marine
OG0045550	CRVI1	Marine
OG0045551	CRVI1	Marine
OG0045553	CRVI1	Marine
OG0045555	CRVI1	Marine
OG0045556	CRVI1	Marine
OG0045557	CRVI1	Marine
OG0045558	CRVI1	Marine
OG0045562	CRVI1	Marine
OG0045564	CRVI1	Marine
OG0045565	CRVI1	Marine
OG0045567	CRVI1	Marine
OG0045569	CRVI1	Marine
OG0045571	CRVI1	Marine
OG0045572	CRVI1	Marine
OG0045578	CRVI1	Marine
OG0045579	CRVI1	Marine
OG0045580	CRVI1	Marine
OG0045586	CRVI1	Marine
OG0045587	CRVI1	Marine
OG0045590	CRVI1	Marine
OG0045592	CRVI1	Marine
OG0045593	CRVI1	Marine
OG0045594	CRVI1	Marine
OG0045602	CRVI1	Marine
OG0045606	CRVI1	Marine
OG0045612	CRVI1	Marine
OG0045616	CRVI1	Marine
OG0045637	CSQU1	Marine
OG0045638	CSQU1	Marine
OG0045639	CSQU1	Marine
OG0045644	CSQU1	Marine
OG0045645	CSQU1	Marine
OG0045653	CSQU1	Marine
OG0045657	CSQU1	Marine
OG0045658	CSQU1	Marine
OG0045661	CSQU1	Marine
OG0045666	CSQU1	Marine
OG0045670	CSQU1	Marine
OG0045674	CSQU1	Marine
OG0045675	CSQU1	Marine
OG0045677	CSQU1	Marine
OG0045680	CSQU1	Marine
OG0045700	CSQU1	Marine
OG0045705	CTEL1	Marine
OG0045706	CTEL1	Marine
OG0045707	CTEL1	Marine
OG0045709	CTEL1	Marine
OG0045710	CTEL1	Marine
OG0045711	CTEL1	Marine
OG0045712	CTEL1	Marine
OG0045713	CTEL1	Marine
OG0045714	CTEL1	Marine
OG0045715	CTEL1	Marine
OG0045716	CTEL1	Marine
OG0045717	CTEL1	Marine
OG0045718	CTEL1	Marine
OG0045720	CTEL1	Marine
OG0045721	CTEL1	Marine
OG0045722	CTEL1	Marine
OG0045723	CTEL1	Marine
OG0045724	CTEL1	Marine
OG0045725	CTEL1	Marine
OG0045727	CTEL1	Marine
OG0045728	CTEL1	Marine
OG0045731	CTEL1	Marine
OG0045732	CTEL1	Marine
OG0045733	CTEL1	Marine
OG0045734	CTEL1	Marine
OG0045735	CTEL1	Marine
OG0045736	CTEL1	Marine
OG0045737	CTEL1	Marine
OG0045738	CTEL1	Marine
OG0045739	CTEL1	Marine
OG0045741	CTEL1	Marine
OG0045742	CTEL1	Marine
OG0045743	CTEL1	Marine
OG0045745	CTEL1	Marine
OG0045747	CTEL1	Marine
OG0045748	CTEL1	Marine
OG0045749	CTEL1	Marine
OG0045750	CTEL1	Marine
OG0045751	CTEL1	Marine
OG0045753	CTEL1	Marine
OG0045755	CTEL1	Marine
OG0045756	CTEL1	Marine
OG0045757	CTEL1	Marine
OG0045758	CTEL1	Marine
OG0045759	CTEL1	Marine
OG0045760	CTEL1	Marine
OG0045764	CTEL1	Marine
OG0045765	CTEL1	Marine
OG0045766	CTEL1	Marine
OG0045767	CTEL1	Marine
OG0045768	CTEL1	Marine
OG0045769	CTEL1	Marine
OG0045770	CTEL1	Marine
OG0045771	CTEL1	Marine
OG0045772	CTEL1	Marine
OG0045774	CTEL1	Marine
OG0045776	CTEL1	Marine
OG0045777	CTEL1	Marine
OG0045778	CTEL1	Marine
OG0045779	CTEL1	Marine
OG0045780	CTEL1	Marine
OG0045781	CTEL1	Marine
OG0045783	CTEL1	Marine
OG0045784	CTEL1	Marine
OG0045786	CTEL1	Marine
OG0045788	CTEL1	Marine
OG0045789	CTEL1	Marine
OG0045790	CTEL1	Marine
OG0045791	CTEL1	Marine
OG0045793	CTEL1	Marine
OG0045798	CTEL1	Marine
OG0045799	CTEL1	Marine
OG0045800	CTEL1	Marine
OG0045801	CTEL1	Marine
OG0045805	CTEL1	Marine
OG0045806	CTEL1	Marine
OG0045809	CTEL1	Marine
OG0045810	CTEL1	Marine
OG0045815	CTUB1	Marine
OG0045818	CTUB1	Marine
OG0045819	CTUB1	Marine
OG0045832	CUNI2	NonMarine
OG0045833	CUNI2	NonMarine
OG0045842	DRET1	NonMarine
OG0045844	DRET1	NonMarine
OG0045845	DRET1	NonMarine
OG0045851	DRET1	NonMarine
OG0045853	DRET1	NonMarine
OG0045856	DRET1	NonMarine
OG0045857	DRET1	NonMarine
OG0045860	DRET1	NonMarine
OG0045869	DRET1	NonMarine
OG0045898	DROS1	NonMarine
OG0045900	DROS1	NonMarine
OG0045902	DROS1	NonMarine
OG0045904	DROS1	NonMarine
OG0045906	DROS1	NonMarine
OG0045907	DROS1	NonMarine
OG0045908	DROS1	NonMarine
OG0045911	DROS1	NonMarine
OG0045912	DROS1	NonMarine
OG0045914	DROS1	NonMarine
OG0045916	DROS1	NonMarine
OG0045919	DROS1	NonMarine
OG0045920	DROS1	NonMarine
OG0045921	DROS1	NonMarine
OG0045923	DROS1	NonMarine
OG0045926	DROS1	NonMarine
OG0045927	DROS1	NonMarine
OG0045928	DROS1	NonMarine
OG0045930	DROS1	NonMarine
OG0045932	DROS1	NonMarine
OG0045934	DROS1	NonMarine
OG0045935	DROS1	NonMarine
OG0045936	DROS1	NonMarine
OG0045938	DROS1	NonMarine
OG0045939	DROS1	NonMarine
OG0045942	DROS1	NonMarine
OG0045943	DROS1	NonMarine
OG0045947	DROS1	NonMarine
OG0045949	DROS1	NonMarine
OG0045951	DROS1	NonMarine
OG0045952	DROS1	NonMarine
OG0045954	DROS1	NonMarine
OG0045958	DROS1	NonMarine
OG0045959	DROS1	NonMarine
OG0045962	DROS1	NonMarine
OG0045963	DROS1	NonMarine
OG0045967	DROS1	NonMarine
OG0045968	DROS1	NonMarine
OG0045971	DROS1	NonMarine
OG0045973	DROS1	NonMarine
OG0045974	DROS1	NonMarine
OG0045977	DROS1	NonMarine
OG0045979	DROS1	NonMarine
OG0045980	DROS1	NonMarine
OG0045981	DROS1	NonMarine
OG0045983	DROS1	NonMarine
OG0045988	DROS1	NonMarine
OG0045992	DROS1	NonMarine
OG0045997	DROS1	NonMarine
OG0045998	DROS1	NonMarine
OG0046005	DROS1	NonMarine
OG0046008	DROS1	NonMarine
OG0046014	DROS1	NonMarine
OG0046018	DROS1	NonMarine
OG0046030	DROS1	NonMarine
OG0046032	ECHI1	NonMarine
OG0046035	ECHI1	NonMarine
OG0046036	ECHI1	NonMarine
OG0046039	ECHI1	NonMarine
OG0046040	ECHI1	NonMarine
OG0046041	ECHI1	NonMarine
OG0046043	ECHI1	NonMarine
OG0046044	ECHI1	NonMarine
OG0046045	ECHI1	NonMarine
OG0046046	ECHI1	NonMarine
OG0046047	ECHI1	NonMarine
OG0046049	ECHI1	NonMarine
OG0046050	ECHI1	NonMarine
OG0046051	ECHI1	NonMarine
OG0046053	ECHI1	NonMarine
OG0046054	ECHI1	NonMarine
OG0046055	ECHI1	NonMarine
OG0046056	ECHI1	NonMarine
OG0046058	ECHI1	NonMarine
OG0046059	ECHI1	NonMarine
OG0046064	ECHI1	NonMarine
OG0046065	ECHI1	NonMarine
OG0046066	ECHI1	NonMarine
OG0046067	ECHI1	NonMarine
OG0046068	ECHI1	NonMarine
OG0046069	ECHI1	NonMarine
OG0046071	ECHI1	NonMarine
OG0046072	ECHI1	NonMarine
OG0046073	ECHI1	NonMarine
OG0046074	ECHI1	NonMarine
OG0046080	ECHI1	NonMarine
OG0046087	ECHI1	NonMarine
OG0046112	ECHL1	Marine
OG0046114	ECHL1	Marine
OG0046115	ECHL1	Marine
OG0046117	ECHL1	Marine
OG0046118	ECHL1	Marine
OG0046119	ECHL1	Marine
OG0046123	ECHL1	Marine
OG0046124	ECHL1	Marine
OG0046125	ECHL1	Marine
OG0046127	ECHL1	Marine
OG0046128	ECHL1	Marine
OG0046136	ECHL1	Marine
OG0046140	ENTR1	Marine
OG0046145	ENTR1	Marine
OG0046147	ENTR1	Marine
OG0046150	ENTR1	Marine
OG0046161	ENTR1	Marine
OG0046162	ENTR1	Marine
OG0046172	ENTR1	Marine
OG0046186	ENTR1	Marine
OG0046235	FCAU1	Marine
OG0046246	FCAU1	Marine
OG0046249	FCAU1	Marine
OG0046251	FCAU1	Marine
OG0046260	FCAU1	Marine
OG0046271	FCAU1	Marine
OG0046310	FKUR1	NonMarine
OG0046311	FKUR1	NonMarine
OG0046314	FKUR1	NonMarine
OG0046315	FKUR1	NonMarine
OG0046316	FKUR1	NonMarine
OG0046317	FKUR1	NonMarine
OG0046321	FKUR1	NonMarine
OG0046323	FKUR1	NonMarine
OG0046324	FKUR1	NonMarine
OG0046325	FKUR1	NonMarine
OG0046326	FKUR1	NonMarine
OG0046338	FSAG1	Marine
OG0046339	FSAG1	Marine
OG0046340	FSAG1	Marine
OG0046342	FSAG1	Marine
OG0046346	FSAG1	Marine
OG0046348	FSAG1	Marine
OG0046349	FSAG1	Marine
OG0046351	FSAG1	Marine
OG0046352	FSAG1	Marine
OG0046355	FSAG1	Marine
OG0046357	FSAG1	Marine
OG0046369	FSAG1	Marine
OG0046389	GAEG1	Marine
OG0046390	GAEG1	Marine
OG0046392	GAEG1	Marine
OG0046393	GAEG1	Marine
OG0046399	GAEG1	Marine
OG0046403	GAEG1	Marine
OG0046405	GAEG1	Marine
OG0046409	GAEG1	Marine
OG0046416	GEBO1	Marine
OG0046417	GEBO1	Marine
OG0046422	GEBO1	Marine
OG0046426	GEBO1	Marine
OG0046427	GEBO1	Marine
OG0046451	GEBO1	Marine
OG0046480	GPEL1	Marine
OG0046481	GPEL1	Marine
OG0046482	GPEL1	Marine
OG0046484	GPEL1	Marine
OG0046485	GPEL1	Marine
OG0046491	GPEL1	Marine
OG0046495	GPEL1	Marine
OG0046498	GPEL1	Marine
OG0046502	GPEL1	Marine
OG0046505	GPEL1	Marine
OG0046506	GPEL1	Marine
OG0046509	GPEL1	Marine
OG0046511	GPEL1	Marine
OG0046512	GPEL1	Marine
OG0046516	GPEL1	Marine
OG0046518	GPEL1	Marine
OG0046519	GPEL1	Marine
OG0046523	GPEL1	Marine
OG0046524	GPEL1	Marine
OG0046531	GPEL1	Marine
OG0046533	GPEL1	Marine
OG0046538	GPEL1	Marine
OG0046539	GPEL1	Marine
OG0046543	GPEL1	Marine
OG0046544	GPEL1	Marine
OG0046567	GTOL1	Marine
OG0046568	GTOL1	Marine
OG0046569	GTOL1	Marine
OG0046570	GTOL1	Marine
OG0046571	GTOL1	Marine
OG0046572	GTOL1	Marine
OG0046573	GTOL1	Marine
OG0046578	GTOL1	Marine
OG0046581	GTOL1	Marine
OG0046584	GTOL1	Marine
OG0046587	GTOL1	Marine
OG0046588	GTOL1	Marine
OG0046589	GTOL1	Marine
OG0046591	GTOL1	Marine
OG0046592	GTOL1	Marine
OG0046593	GTOL1	Marine
OG0046594	GTOL1	Marine
OG0046595	GTOL1	Marine
OG0046596	GTOL1	Marine
OG0046600	GTOL1	Marine
OG0046601	GTOL1	Marine
OG0046602	GTOL1	Marine
OG0046605	GTOL1	Marine
OG0046607	GTOL1	Marine
OG0046608	GTOL1	Marine
OG0046609	GTOL1	Marine
OG0046610	GTOL1	Marine
OG0046611	GTOL1	Marine
OG0046614	GTOL1	Marine
OG0046616	GTOL1	Marine
OG0046617	GTOL1	Marine
OG0046618	GTOL1	Marine
OG0046619	GTOL1	Marine
OG0046622	GTOL1	Marine
OG0046623	GTOL1	Marine
OG0046626	GTOL1	Marine
OG0046628	GTOL1	Marine
OG0046629	GTOL1	Marine
OG0046636	GTOL1	Marine
OG0046639	GTOL1	Marine
OG0046642	GTOL1	Marine
OG0046644	GTOL1	Marine
OG0046649	GTOL1	Marine
OG0046654	GTOL1	Marine
OG0046655	GTOL1	Marine
OG0046660	GTOL1	Marine
OG0046663	GTOL1	Marine
OG0046664	GTOL1	Marine
OG0046667	GTOL1	Marine
OG0046670	GTOL1	Marine
OG0046671	GTOL1	Marine
OG0046672	GTOL1	Marine
OG0046673	GTOL1	Marine
OG0046674	GTOL1	Marine
OG0046675	GTOL1	Marine
OG0046677	GTOL1	Marine
OG0046680	GTOL1	Marine
OG0046682	GTOL1	Marine
OG0046684	GTOL1	Marine
OG0046685	GTOL1	Marine
OG0046686	GTOL1	Marine
OG0046687	GTOL1	Marine
OG0046688	GTOL1	Marine
OG0046689	GTOL1	Marine
OG0046691	GTOL1	Marine
OG0046693	GTOL1	Marine
OG0046695	GTOL1	Marine
OG0046696	GTOL1	Marine
OG0046698	GTOL1	Marine
OG0046700	GTOL1	Marine
OG0046702	GTOL1	Marine
OG0046703	GTOL1	Marine
OG0046710	GTOL1	Marine
OG0046711	GTOL1	Marine
OG0046714	GTOL1	Marine
OG0046715	GTOL1	Marine
OG0046716	GTOL1	Marine
OG0046720	GTOL1	Marine
OG0046721	GTOL1	Marine
OG0046722	GTOL1	Marine
OG0046727	GTOL1	Marine
OG0046729	GTOL1	Marine
OG0046730	GTOL1	Marine
OG0046731	GTOL1	Marine
OG0046732	GTOL1	Marine
OG0046741	GTOL1	Marine
OG0046742	GTOL1	Marine
OG0046744	GTOL1	Marine
OG0046755	GTOL1	Marine
OG0046768	GTOL1	Marine
OG0046779	GTOL1	Marine
OG0046790	HAEG1	Marine
OG0046811	HAEG1	Marine
OG0046814	HAEG1	Marine
OG0046835	HBRA1	Marine
OG0046837	HBRA1	Marine
OG0046839	HBRA1	Marine
OG0046841	HBRA1	Marine
OG0046842	HBRA1	Marine
OG0046843	HBRA1	Marine
OG0046846	HBRA1	Marine
OG0046847	HBRA1	Marine
OG0046849	HBRA1	Marine
OG0046851	HBRA1	Marine
OG0046852	HBRA1	Marine
OG0046855	HBRA1	Marine
OG0046859	HBRA1	Marine
OG0046861	HBRA1	Marine
OG0046876	HLUC1	NonMarine
OG0046877	HLUC1	NonMarine
OG0046878	HLUC1	NonMarine
OG0046879	HLUC1	NonMarine
OG0046880	HLUC1	NonMarine
OG0046881	HLUC1	NonMarine
OG0046882	HLUC1	NonMarine
OG0046883	HLUC1	NonMarine
OG0046885	HLUC1	NonMarine
OG0046886	HLUC1	NonMarine
OG0046887	HLUC1	NonMarine
OG0046890	HLUC1	NonMarine
OG0046891	HLUC1	NonMarine
OG0046892	HLUC1	NonMarine
OG0046896	HLUC1	NonMarine
OG0046908	NMIR1	Marine
OG0046918	MBIL1	NonMarine
OG0046919	NMIR1	Marine
OG0046923	NTUM1	Marine
OG0046954	IPYG1	Marine
OG0046960	IPYG1	Marine
OG0046964	IPYG1	Marine
OG0046972	IPYG1	Marine
OG0047019	LFLA1	NonMarine
OG0047025	LFLA1	NonMarine
OG0047029	LFLA1	NonMarine
OG0047044	LFLA1	NonMarine
OG0047057	LGIG1	Marine
OG0047060	LGIG1	Marine
OG0047062	LGIG1	Marine
OG0047063	LGIG1	Marine
OG0047065	LGIG1	Marine
OG0047073	LGIG1	Marine
OG0047076	LGIG1	Marine
OG0047078	LGIG1	Marine
OG0047080	LGIG1	Marine
OG0047081	LGIG1	Marine
OG0047097	LGIG1	Marine
OG0047101	LHYA1	Marine
OG0047103	LHYA1	Marine
OG0047106	LHYA1	Marine
OG0047107	LHYA1	Marine
OG0047108	LHYA1	Marine
OG0047109	LHYA1	Marine
OG0047110	LHYA1	Marine
OG0047111	LHYA1	Marine
OG0047112	LHYA1	Marine
OG0047113	LHYA1	Marine
OG0047114	LHYA1	Marine
OG0047115	LHYA1	Marine
OG0047116	LHYA1	Marine
OG0047117	LHYA1	Marine
OG0047119	LHYA1	Marine
OG0047124	LHYA1	Marine
OG0047129	LMAX1	NonMarine
OG0047130	LMAX1	NonMarine
OG0047131	LMAX1	NonMarine
OG0047132	LMAX1	NonMarine
OG0047133	LMAX1	NonMarine
OG0047134	LMAX1	NonMarine
OG0047135	LMAX1	NonMarine
OG0047136	LMAX1	NonMarine
OG0047137	LMAX1	NonMarine
OG0047138	LMAX1	NonMarine
OG0047140	LMAX1	NonMarine
OG0047141	LMAX1	NonMarine
OG0047142	LMAX1	NonMarine
OG0047143	LMAX1	NonMarine
OG0047144	LMAX1	NonMarine
OG0047145	LMAX1	NonMarine
OG0047146	LMAX1	NonMarine
OG0047147	LMAX1	NonMarine
OG0047154	LMAX1	NonMarine
OG0047155	LMAX1	NonMarine
OG0047167	LNYA1	NonMarine
OG0047169	LNYA1	NonMarine
OG0047174	LNYA1	NonMarine
OG0047189	LNYA1	NonMarine
OG0047190	LNYA1	NonMarine
OG0047192	LNYA1	NonMarine
OG0047193	LNYA1	NonMarine
OG0047194	LNYA1	NonMarine
OG0047216	LNYA1	NonMarine
OG0047218	LNYA1	NonMarine
OG0047224	LNYA1	NonMarine
OG0047227	LNYA1	NonMarine
OG0047279	LNYA1	NonMarine
OG0047385	LRUG1	Marine
OG0047387	LRUG1	Marine
OG0047391	LRUG1	Marine
OG0047392	LRUG1	Marine
OG0047394	LRUG1	Marine
OG0047398	LRUG1	Marine
OG0047399	LRUG1	Marine
OG0047401	LRUG1	Marine
OG0047406	LRUG1	Marine
OG0047421	LSTA1	NonMarine
OG0047422	LSTA1	NonMarine
OG0047423	LSTA1	NonMarine
OG0047424	LSTA1	NonMarine
OG0047425	LSTA1	NonMarine
OG0047426	LSTA1	NonMarine
OG0047427	LSTA1	NonMarine
OG0047428	LSTA1	NonMarine
OG0047429	LSTA1	NonMarine
OG0047430	LSTA1	NonMarine
OG0047431	LSTA1	NonMarine
OG0047432	LSTA1	NonMarine
OG0047433	LSTA1	NonMarine
OG0047434	LSTA1	NonMarine
OG0047435	LSTA1	NonMarine
OG0047436	LSTA1	NonMarine
OG0047437	LSTA1	NonMarine
OG0047438	LSTA1	NonMarine
OG0047439	LSTA1	NonMarine
OG0047440	LSTA1	NonMarine
OG0047441	LSTA1	NonMarine
OG0047442	LSTA1	NonMarine
OG0047443	LSTA1	NonMarine
OG0047444	LSTA1	NonMarine
OG0047445	LSTA1	NonMarine
OG0047446	LSTA1	NonMarine
OG0047447	LSTA1	NonMarine
OG0047448	LSTA1	NonMarine
OG0047449	LSTA1	NonMarine
OG0047450	LSTA1	NonMarine
OG0047451	LSTA1	NonMarine
OG0047452	LSTA1	NonMarine
OG0047453	LSTA1	NonMarine
OG0047454	LSTA1	NonMarine
OG0047455	LSTA1	NonMarine
OG0047457	LSTA1	NonMarine
OG0047459	LSTA1	NonMarine
OG0047460	LSTA1	NonMarine
OG0047461	LSTA1	NonMarine
OG0047463	LSTA1	NonMarine
OG0047464	LSTA1	NonMarine
OG0047465	LSTA1	NonMarine
OG0047466	LSTA1	NonMarine
OG0047467	LSTA1	NonMarine
OG0047468	LSTA1	NonMarine
OG0047469	LSTA1	NonMarine
OG0047470	LSTA1	NonMarine
OG0047471	LSTA1	NonMarine
OG0047472	LSTA1	NonMarine
OG0047473	LSTA1	NonMarine
OG0047474	LSTA1	NonMarine
OG0047475	LSTA1	NonMarine
OG0047476	LSTA1	NonMarine
OG0047477	LSTA1	NonMarine
OG0047478	LSTA1	NonMarine
OG0047479	LSTA1	NonMarine
OG0047480	LSTA1	NonMarine
OG0047481	LSTA1	NonMarine
OG0047482	LSTA1	NonMarine
OG0047483	LSTA1	NonMarine
OG0047484	LSTA1	NonMarine
OG0047485	LSTA1	NonMarine
OG0047486	LSTA1	NonMarine
OG0047487	LSTA1	NonMarine
OG0047488	LSTA1	NonMarine
OG0047489	LSTA1	NonMarine
OG0047490	LSTA1	NonMarine
OG0047491	LSTA1	NonMarine
OG0047492	LSTA1	NonMarine
OG0047493	LSTA1	NonMarine
OG0047495	LSTA1	NonMarine
OG0047497	LSTA1	NonMarine
OG0047498	LSTA1	NonMarine
OG0047499	LSTA1	NonMarine
OG0047500	LSTA1	NonMarine
OG0047501	LSTA1	NonMarine
OG0047502	LSTA1	NonMarine
OG0047503	LSTA1	NonMarine
OG0047504	LSTA1	NonMarine
OG0047505	LSTA1	NonMarine
OG0047506	LSTA1	NonMarine
OG0047508	LSTA1	NonMarine
OG0047509	LSTA1	NonMarine
OG0047511	LSTA1	NonMarine
OG0047512	LSTA1	NonMarine
OG0047513	LSTA1	NonMarine
OG0047515	LSTA1	NonMarine
OG0047516	LSTA1	NonMarine
OG0047517	LSTA1	NonMarine
OG0047518	LSTA1	NonMarine
OG0047519	LSTA1	NonMarine
OG0047520	LSTA1	NonMarine
OG0047521	LSTA1	NonMarine
OG0047522	LSTA1	NonMarine
OG0047523	LSTA1	NonMarine
OG0047524	LSTA1	NonMarine
OG0047526	LSTA1	NonMarine
OG0047527	LSTA1	NonMarine
OG0047528	LSTA1	NonMarine
OG0047529	LSTA1	NonMarine
OG0047530	LSTA1	NonMarine
OG0047531	LSTA1	NonMarine
OG0047532	LSTA1	NonMarine
OG0047533	LSTA1	NonMarine
OG0047534	LSTA1	NonMarine
OG0047535	LSTA1	NonMarine
OG0047536	LSTA1	NonMarine
OG0047538	LSTA1	NonMarine
OG0047541	LSTA1	NonMarine
OG0047542	LSTA1	NonMarine
OG0047543	LSTA1	NonMarine
OG0047544	LSTA1	NonMarine
OG0047546	LSTA1	NonMarine
OG0047549	LSTA1	NonMarine
OG0047550	LSTA1	NonMarine
OG0047551	LSTA1	NonMarine
OG0047552	LSTA1	NonMarine
OG0047553	LSTA1	NonMarine
OG0047554	LSTA1	NonMarine
OG0047555	LSTA1	NonMarine
OG0047556	LSTA1	NonMarine
OG0047557	LSTA1	NonMarine
OG0047558	LSTA1	NonMarine
OG0047559	LSTA1	NonMarine
OG0047560	LSTA1	NonMarine
OG0047562	LSTA1	NonMarine
OG0047563	LSTA1	NonMarine
OG0047564	LSTA1	NonMarine
OG0047565	LSTA1	NonMarine
OG0047568	MACO1	NonMarine
OG0047571	MACO1	NonMarine
OG0047572	MACO1	NonMarine
OG0047578	MACO1	NonMarine
OG0047580	MACO1	NonMarine
OG0047596	MACO1	NonMarine
OG0047609	MACO1	NonMarine
OG0047610	MACO1	NonMarine
OG0047623	MACO1	NonMarine
OG0047627	MACO1	NonMarine
OG0047657	MARE1	Marine
OG0047658	MARE1	Marine
OG0047661	MARE1	Marine
OG0047663	MARE1	Marine
OG0047664	MARE1	Marine
OG0047666	MARE1	Marine
OG0047670	MARE1	Marine
OG0047676	MBIL1	NonMarine
OG0047690	MMAR1	NonMarine
OG0047696	NMIR1	Marine
OG0047701	TLIN1	Marine
OG0047706	NPOM2	Marine
OG0047711	NMIR1	Marine
OG0047712	TLIN1	Marine
OG0047713	MCOR1	Marine
OG0047714	MCOR1	Marine
OG0047715	MCOR1	Marine
OG0047716	MCOR1	Marine
OG0047717	MCOR1	Marine
OG0047718	MCOR1	Marine
OG0047719	MCOR1	Marine
OG0047720	MCOR1	Marine
OG0047721	MCOR1	Marine
OG0047722	MCOR1	Marine
OG0047723	MCOR1	Marine
OG0047724	MCOR1	Marine
OG0047725	MCOR1	Marine
OG0047726	MCOR1	Marine
OG0047728	MCOR1	Marine
OG0047729	MCOR1	Marine
OG0047730	MCOR1	Marine
OG0047731	MCOR1	Marine
OG0047734	MCOR1	Marine
OG0047735	MCOR1	Marine
OG0047736	MCOR1	Marine
OG0047737	MCOR1	Marine
OG0047738	MCOR1	Marine
OG0047739	MCOR1	Marine
OG0047740	MCOR1	Marine
OG0047741	MCOR1	Marine
OG0047742	MCOR1	Marine
OG0047743	MCOR1	Marine
OG0047745	MCOR1	Marine
OG0047746	MCOR1	Marine
OG0047747	MCOR1	Marine
OG0047748	MCOR1	Marine
OG0047749	MCOR1	Marine
OG0047752	MCOR1	Marine
OG0047753	MCOR1	Marine
OG0047754	MCOR1	Marine
OG0047755	MCOR1	Marine
OG0047756	MCOR1	Marine
OG0047758	MCOR1	Marine
OG0047759	MCOR1	Marine
OG0047760	MCOR1	Marine
OG0047761	MCOR1	Marine
OG0047764	MCOR1	Marine
OG0047765	MCOR1	Marine
OG0047766	MCOR1	Marine
OG0047767	MCOR1	Marine
OG0047768	MCOR1	Marine
OG0047769	MCOR1	Marine
OG0047770	MCOR1	Marine
OG0047771	MCOR1	Marine
OG0047772	MCOR1	Marine
OG0047774	MCOR1	Marine
OG0047775	MCOR1	Marine
OG0047776	MCOR1	Marine
OG0047777	MCOR1	Marine
OG0047778	MCOR1	Marine
OG0047779	MCOR1	Marine
OG0047780	MCOR1	Marine
OG0047781	MCOR1	Marine
OG0047782	MCOR1	Marine
OG0047783	MCOR1	Marine
OG0047784	MCOR1	Marine
OG0047785	MCOR1	Marine
OG0047787	MCOR1	Marine
OG0047788	MCOR1	Marine
OG0047789	MCOR1	Marine
OG0047790	MCOR1	Marine
OG0047791	MCOR1	Marine
OG0047792	MCOR1	Marine
OG0047793	MCOR1	Marine
OG0047794	MCOR1	Marine
OG0047795	MCOR1	Marine
OG0047796	MCOR1	Marine
OG0047797	MCOR1	Marine
OG0047798	MCOR1	Marine
OG0047799	MCOR1	Marine
OG0047800	MCOR1	Marine
OG0047801	MCOR1	Marine
OG0047802	MCOR1	Marine
OG0047803	MCOR1	Marine
OG0047805	MCOR1	Marine
OG0047806	MCOR1	Marine
OG0047807	MCOR1	Marine
OG0047808	MCOR1	Marine
OG0047809	MCOR1	Marine
OG0047810	MCOR1	Marine
OG0047811	MCOR1	Marine
OG0047812	MCOR1	Marine
OG0047813	MCOR1	Marine
OG0047814	MCOR1	Marine
OG0047815	MCOR1	Marine
OG0047816	MCOR1	Marine
OG0047817	MCOR1	Marine
OG0047820	MCOR1	Marine
OG0047821	MCOR1	Marine
OG0047822	MCOR1	Marine
OG0047823	MCOR1	Marine
OG0047825	MCOR1	Marine
OG0047826	MCOR1	Marine
OG0047827	MCOR1	Marine
OG0047828	MCOR1	Marine
OG0047829	MCOR1	Marine
OG0047830	MCOR1	Marine
OG0047832	MCOR1	Marine
OG0047834	MCOR1	Marine
OG0047836	MCOR1	Marine
OG0047838	MCOR1	Marine
OG0047839	MCOR1	Marine
OG0047840	MCOR1	Marine
OG0047841	MCOR1	Marine
OG0047842	MCOR1	Marine
OG0047843	MCOR1	Marine
OG0047844	MCOR1	Marine
OG0047845	MCOR1	Marine
OG0047846	MCOR1	Marine
OG0047847	MCOR1	Marine
OG0047848	MCOR1	Marine
OG0047849	MCOR1	Marine
OG0047850	MCOR1	Marine
OG0047851	MCOR1	Marine
OG0047852	MCOR1	Marine
OG0047854	MCOR1	Marine
OG0047856	MCOR1	Marine
OG0047858	MCOR1	Marine
OG0047859	MCOR1	Marine
OG0047860	MCOR1	Marine
OG0047863	MCOR1	Marine
OG0047864	MCOR1	Marine
OG0047865	MCOR1	Marine
OG0047866	MCOR1	Marine
OG0047867	MCOR1	Marine
OG0047868	MCOR1	Marine
OG0047869	MCOR1	Marine
OG0047870	MCOR1	Marine
OG0047871	MCOR1	Marine
OG0047872	MCOR1	Marine
OG0047873	MCOR1	Marine
OG0047874	MCOR1	Marine
OG0047875	MCOR1	Marine
OG0047876	MCOR1	Marine
OG0047878	MCOR1	Marine
OG0047879	MCOR1	Marine
OG0047882	MCOR1	Marine
OG0047883	MCOR1	Marine
OG0047884	MCOR1	Marine
OG0047885	MCOR1	Marine
OG0047886	MCOR1	Marine
OG0047887	MCOR1	Marine
OG0047888	MCOR1	Marine
OG0047889	MCOR1	Marine
OG0047890	MCOR1	Marine
OG0047891	MCOR1	Marine
OG0047892	MCOR1	Marine
OG0047894	MCOR1	Marine
OG0047895	MCOR1	Marine
OG0047896	MCOR1	Marine
OG0047897	MCOR1	Marine
OG0047899	MCOR1	Marine
OG0047900	MCOR1	Marine
OG0047901	MCOR1	Marine
OG0047902	MCOR1	Marine
OG0047903	MCOR1	Marine
OG0047904	MCOR1	Marine
OG0047906	MCOR1	Marine
OG0047908	MCOR1	Marine
OG0047910	MCOR1	Marine
OG0047911	MCOR1	Marine
OG0047912	MCOR1	Marine
OG0047913	MCOR1	Marine
OG0047914	MCOR1	Marine
OG0047915	MCOR1	Marine
OG0047916	MCOR1	Marine
OG0047917	MCOR1	Marine
